name ,   address,   has_events ,   url
Gyro King Inc,25 Grove St   San Francisco   CA   94102,no,http://www.gyroking.net/
Kong Mei Restaurant,62 2nd St   San Francisco   CA   94105,,none
Green Bamboo,1240 Noriega Street   San Francisco   CA   94122,,none
Mist,520 6th St #24   San Francisco   CA   94103,,none
Balboa Teriyaki,280 Miramar Ave   San Francisco   CA   94112,no,NO OFFICIAL WEBSITE FOUND
Barney's Noe Valley,Barney's San Francisco   Inc.   Berkeley   CA,no,http://www.barneyshamburgers.com/
Barney's Burger,Barney's San Francisco   Inc.   Berkeley   CA,no,http://www.barneyshamburgers.com/
Chinese Cuisine,100 Bush St Ste 101   San Francisco   CA   94104,no,n/a
Hard Rock Cafe Mobile Retail Pie,6100 Old Park Ln   Orlando   FL   32835,yes,http://www.hardrock.com/
Togo's,570 Battery St   San Francisco   CA   94111,yes,http://www.togos.com/
Hawaiian Drive Inn,2600 San Bruno Ave   San Francisco   CA   94134,no,http://www.hawaiiandriveinn.com/
Herbivore The Earthly Grill,531 Divisadero St   San Francisco   CA   94117,no,http://www.herbivorerestaurant.com/
House Made,1230 Grant Ave   San Francisco   CA   94133,no,http://www.thehse.com/
El Tacobar,2891 Bush St   San Francisco   CA   94115,,none
Hyde St Seafood House & Raw Ba,1509 Hyde St   San Francisco   CA   94109,yes,www.hydestseafoodhouse.com/
Blue Sky Restaurant,1504 Powell St   San Francisco   CA   94133,no,NA
Bollyhood Cafe,2319 Mission St   San Francisco   CA   94110,yes,
Outtakes,100 Hamilton Ave #400   Palo Alto   CA   94301,,not found
Brenda's French Soul Food,631 O'farrell St #302   San Francisco   CA   94109,yes,http://frenchsoulfood.com/
Bushi-tei,1462 30th Av   San Francisco   CA   94122,no,http://www.bushi-tei.com/
Cafe Leah,Po Box 194091   San Francisco   CA   94119,no,www.cafeleah.com/
Jeff's Sub Shop,1101 Potrero Ave   San Francisco   CA   94110,no,
Tyger's Coffee Shop,2798 Diamond St   San Francisco   CA   94131,no,
Thads Cozy Cafe,965 C Sutter St   San Francisco   CA   94109,no,http://cozycafesf.com/
Shaddai Coffee House,546 South Hill Blvd   Daly City   CA   94014,,not found
49 Market,2905 Keith St   San Francisco   CA   94124,no,NO OFFICIAL WEBSITE FOUND
Fuji Restaurant,301 West Portal Av   San Francisco   CA   94127,yes,http://fujijapaneserestaurant.com/
Holy Gelato!,1392 9th Ave   San Francisco   CA   94122,no,http://www.holygelato.com/
Cheung Yuen Dim Sum,648 Pacific Ave   San Francisco   CA   94133,no,n/a
Silver Star Cafe & Deli,316 Pacific Ave   San Francisco   CA   94111,,no official website
Bay Watch Restaurant,2150 Lombard St   San Francisco   CA   94123,no,http://www.restaurantbaywatch.com/
Cafe Vivoli,201 Pine St   San Francisco   CA   94104,no,http://www.cafevivoli.com/
Church Street Cafe,260 Church St   San Francisco   CA   94114,,not found
Golden Kim Tar Restaurant,434 Larkin St   San Francisco   CA   94102,no,http://www.goldenkimtar.com/
Sutter Street Cafe,450 Sutter St   San Francisco   CA   94108,,none
Casa Thai Market,3020 16th St   San Francisco   CA   94103,,None
At Maximos,180 7th St #102   San Francisco   CA   94103,no,not found
Sushi On North Beach - Katsu,745 Columbus Ave   San Francisco   CA   94133,no,http://www.northbeachsushi.com
Okina Sushi,774 Arguello Bl   San Francisco   CA   94118,,none
Otoro,2638 19th Ave   San Francisco   CA   94116,yes,http://otoro.com/
Turtle Tower Restaurant,5716 Geary Bl   San Francisco   CA   94121,no,http://turtletowersf.com/
Han Il Kwan,1802 Balboa St   San Francisco   CA   94121,no,
Levi Strauss & Co,2400 Yorkmont Rd   Charlotte   NC   28217,no,www.levistrauss.com/
Casa Mexicana,235 Church St   San Francisco   CA   94114,no,n/a
Da Kine's Hawaiian Bbq,4808 Mission St   San Francisco   CA   94112,no,http://www.dakines.com/
Yank Sing,Po Box 192960   San Francisco   CA   94119,no,http://www.yanksing.com/
Horatius,350 Kansas Street   San Francisco   CA   94103,yes,http://www.horatius.com/
Irving Pizza,1825 Irving St   San Francisco   CA   94122,no,http://www.irvingpizza.com/
Bang San Thai Cuisine,969 Bush St #506   San Francisco   CA   94109,no,http://bangsanthai.com/
La Boulange De Union,2325 Pine St   San Francisco   CA   94115,yes,http://laboulangebakery.com/
Boulange De Columbus,2325 Pine St   San Francisco   CA   94115,,http://laboulangebakery.com/
Johnny Rockets,243 Sycamore Ave   Mill Valley   CA   94941,no,http://www.johnnyrockets.com/
Blowfish Restaurant,2170 Bryant St   San Francisco   CA   94110,no,http://www.blowfishsushi.com/
Mongkok Dim Sum & Restaurant,1900 36th Ave   San Francisco   CA   94116,no,http://www.mongkokdimsum.com/
Restaurante Familiar,4499 Mission St   San Francisco   CA   94112,no,http://www.restaurantefamiliar.com/
Ironside,216 Townsend St   San Francisco   CA   94107,no,http://www.ironsidesf.com
Fang,660 Howard Street   San Francisco   CA   94105,yes,http://www.fangrestaurant.com/
Wingstop Restaurant,123 Cleo Rand Lane   San Francisco   CA   94124,,none
Ben Wah Restaurant,2786 California St   San Francisco   CA   94115,no,http://benwahrestaurant.com/
Hapa Ramen,2374 39th Ave   San Francisco   CA   94116,no,http://haparamensf.com/
Nan California Korean Cuisine,405 Serrano Dr #7k   San Francisco   CA   94132,no,NOT FOUND
Tacko,3115 Fillmore St   San Francisco   CA   94123,yes,http://www.tacko.co/
India Palace Restaurant,3723 Geary Blvd   San Francisco   CA   94118,yes,http://www.indiapalacerestaurantsf.com/
Hifi,566 10th Ave   San Francisco   CA   94118,,none
Aq Restaurant & Bar,461 2nd St #201   San Francisco   CA   94107,yes,http://aq-sf.com/
Americano,8 Mission St   San Francisco   CA   94105,yes,http://www.americanorestaurant.com/
Castrobar,4121 18th St   San Francisco   CA   94114,yes,N/A
Neetos Cafe,Neetos Inc.   Concord   CA   94518,yes,http://neetoscafe.com/
Subway Sandwiches #34341,Po Box 640900   San Francisco   CA   94164,no,n/a
Tara Restaurant,123 2nd St   San Francisco   CA   94105,no,http://www.tara-restaurant.com/
Ny Frankfurter Co Of Ca Inc,555 Fulton St Rm 115   San Francisco   CA   94102,,none
Amante,570 Green St   San Francisco   CA   94133,yes,http://amantesf.com/
Osakaya Restaurant,1737 Post St   San Francisco   CA   94115,yes,
Mifune Don Restaurant,1737 Post St   San Francisco   CA   94115,no,http://www.mifune.com/
Pacific Catch Corporate Office,75 Oak Grove Street   San Francisco   CA   94107,yes,http://www.pacificcatch.com/
Pacific Catch,75 Oak Grove Street   San Francisco   CA   94107,yes,www.pacificcatch.com/crabfest/sweepstakes.html
Pier Market The,39 Pier Space 213   San Francisco   CA   94133,no,http://piermarket.com
Skyz Bar & Ristorante,655 Ellis St   San Francisco   CA   94109,no,www.skybar.at/
North Beach Pizza Express,3054 Taraval St   San Francisco   CA   94116,no,northbeachpizza.net/
South Park Cafe Inc,108 So Park St   San Francisco   CA   94107,no,http://www.southparkcafe.com/
Boogaloos,1508 Meek Av   Napa   CA   94559,yes,www.boogaloossf.com
Spice Of Life Caterers Inc,175 Scotia Ave   San Francisco   CA   94124,yes,http://www.spiceoflifecaters.com/
Fat Angel,1770 Post St #188   San Francisco   CA   94115,yes,http://www.fatangelsf.com/
Crepevine The,1463 Rollins Rd   Burlingame   CA   94010,yes,http://www.crepevine.com/location_burlingame.html
Taiwan Restaurant,445 Clement St   San Francisco   CA   94118,no,NA
Chilango,235 Church St   San Francisco   CA   94114,no,http://www.chilangorestaurantsf.com/Chilango.comMainpage.html
Taste Of Formosa Inc,2428 Clement St   San Francisco   CA   94121,no,(none)
Spork Restaurant,1058 Valencia St   San Francisco   CA   94110,,none
Locanda,3621 18th Street   San Francisco   CA   94110,no,n/a
The Garden Restaurant,716 Kearny St   San Francisco   CA   94122,no,N/A
Dynamo,2760 24th St   San Francisco   CA   94110,no,http://www.dynamodonut.com/
Siam Saigon,631 Broadway St   San Francisco   CA   94133,no,
The Little Chihuahua Mexican R,1949 Ofarrell St   San Francisco   CA   94115,no,http://thelittlechihuahua.com/
The Toaster Oven Sandwich Shop,325 California St   San Francisco   CA   94104,no,http://www.thetoasteroven.com/
Americana Grill & Fountain 35,3532 Balboa St   San Francisco   CA   94121,yes,http://www.americanagrillsf.com/
3rd Street Dog,1423 Quesana Av   San Francisco   CA   94124,no,N/A
Squat & Gobble Cafe #4,237 Fillmore St   San Francisco   CA   94117,yes,http://www.squatandgobble.com/
Everyday,4126 Cabrillo St   San Francisco   CA   94121,no,No official website
Zadin,4039 18th St   San Francisco   CA   94114,no,http://www.zadinsf.com/
Yamasho Restaurant & Karaoke R,630 11th Ave   San Francisco   CA   94118,,None
Inkas Restaurant,3299 Mission St   San Francisco   CA   94110,no,http://www.inkasrestaurant.com/
Mission Cafe & Deli,5457 Mission St   San Francisco   CA   94112,no,www.themissionsd.com/
Quiznos Sub 1,493 Skyline Dr   Daly City   CA   94015,,None
Red Cafe,2894 Mission St   San Francisco   CA   94110,no,N/A
Fox Liquors & Deli,570 Larkin St   San Francisco   CA   94102,no,n/a
Yan Yan Seafood Restaurant,1271 22th Ave   San Francisco   CA   94122,,N/A
El Mexicano,3088 24th St   San Francisco   CA   94110,,no website
Fleur De Sel,80 Elmhurst St   San Francisco   CA   94132,no,http://www.fleurdeselgourmet.com/
Tokyo Food Express,38 Santa Barbara Ave   San Francisco   CA   94112,no,www.tokyofood.com.hk/
Venice Pizza And Restaurant #2,701 Randolph St   San Francisco   CA   94132,no,http://venicepizzasf.com/
Aziza Restaurant,5800 Geary Blvd   San Francisco   CA   94121,yes,http://aziza-sf.com/
Sushi Boat Restaurant,389 Geary St   San Francisco   CA   94102,no,n/a
Hunan Cafe #2,4450 Cabrillo St   San Francisco   CA   94121,no,http://hunancafeasiancuisine.com/
Sorabol,676 Blair Ave   Piedmont   CA   94611,no,www.sorabolrestaurants.com
Cafe Veloce,755 48th Ave   San Francisco   CA   94121,yes,www.cafeveloce.com
Maxfield's,2 New Montgomery St   San Francisco   CA   94105,,none
Gallery Cafe Live,1843 Union St   San Francisco   CA   94123,no,http://www.gallerycafelive.com/
Beeps Burger,1051 Ocean Ave   San Francisco   CA   94112,,http://burgerbible.blogspot.in
Dragon River Restaurant,5045 Geary Boulevard   San Francisco   CA   94118,no,
Sushi Rika,900 Bush St Ste C101   San Francisco   CA   94109,,www.sushirika.net
Mcdonald Of Ocean Ave,1310 Rollins Rd   Burlingame   CA   94010,no,No official website
Pomelo,860 Brussels St   San Francisco   CA   94134,no,http://www.pomelosf.com/
Little Star Pizza,846 Divisadero St   San Francisco   CA   94117,no,http://littlestarpizza.com/splash1.html
Green Island Restaurant,4012 Geary Blvd   San Francisco   CA   94118,,www.greenisland.je/
Vietnamese Noodle House,2511 Noriega St   San Francisco   CA   94122,yes,
Chino's Taqueria,3416 Balboa St   San Francisco   CA   94121,,no website
Tupelo,1337-39 Grant Ave   San Francisco   CA   94133,no,N/A
Tandoor On Haight,525 Haight St   San Francisco   CA   94117,no,http://www.tandooronhaight.com/
Namu Gaji,499 Dolores St   San Francisco   CA   94110,yes,http://sf.eater.com/tags/namu-gaji
Per Diem,43 Sutter St   San Francisco   CA   94104,no,
Turtle Tower Restaurant,631 Larkin St   San Francisco   CA   94109,no,http://www.turtletowersf.com
Faith Sandwich,3848 Lassen Dr   Pittsburg   CA   94565,no,N/A
Neptune's Palace,Po Box 193730   San Francisco   CA   94119,,not found
Pixies Sinugba,5672 Mission St   San Francisco   CA   94112,no,
Samovar Tea Lounge,498 Sanchez St   San Francisco   AL   94114,yes,http://samovarlife.com/
Town Hall Restaurant,342 Howard St   San Francisco   CA   94105,yes,https://www.townhallsf.com/flash/
Schmidts Delicatessen,630 Treat Avenue   San Francisco   CA   94110,no,http://www.schmidtsbakery.com/
Schmidts Deli,630 Treat Avenue   San Francisco   CA   94110,,none
Cafe Cole,609 Cole St   San Francisco   CA   94117,no,www.cafecole.com/
La Taqueria Menudo,4591 Mission St   San Francisco   CA   94112,,NOT FOUND
Tanuki Restaurant,4419 California St   San Francisco   CA   94118,yes,http://www.tanukisushi.com/
Caffee Lounge,1161 Mission St Suite 110   San Francisco   CA   94103,yes,www.cafelounge.com.au/
New Venice Pizza And Resturant,3323 Nutmeg Ln   Walnut Creek   CA   94598,,none
Irving Pizza,928 Geary St   San Francisco   CA   94109,no,http://www.irvingpizza.com/
Amsterdam Cafe,315 Maynard St   San Francisco   CA   94112,,none
A Jelly Bean Thing,Po Box 885334   San Francisco   CA   94188,no,
Curry Village,1386 9th Avenue   San Francisco   CA   94122,no,N/A
Pink Brown Cafe,22 Vista View Ct   San Francisco   CA   94124,no,http://www.pinkandbrown.com/
Perillas Vietnamese Cuisine,836 Irving St   San Francisco   CA   94122,no,http://www.perillasf.com/
Pappatoni's Deli,39 Esquina Dr   San Francisco   CA   94134,yes,
Psychedelic Smoke Shop,1072 Market St #b   San Francisco   CA   94102,no,N/A
A La Turca,869 Geary St   San Francisco   CA   94109,yes,http://www.alaturcasf.com/
Hawaii Cafe,19770 Stevens Creek Blvd   Cupertino   CA   95014,yes,http://www.hawaiiancafe.com/
Soo Fong Restaurant,67 Club Dr   San Carlos   CA   94070,no,n/a
California View Cafe,248 Barbara Dr   Los Gatos   CA   95032,no,NOT FOUND
Yotopia,931b Geneva Av   San Francisco   CA   94112,yes,www.yotopia.co.uk/
The Grills And Pots,852 Clement St   San Francisco   CA   94118,no,NA
Yuet Lee Restaurant Inc,1300 Stockton St   San Francisco   CA   94133,no,NA
China Express Deli,2732 Mission St   San Francisco   CA   94110,,NONE
Szechuan Taste Restaurant,917 Taraval St   San Francisco   CA   94116,,not found
Inticing Creations,1559 B Sloat Bl 487   San Francisco   CA   94132,yes,http://www.inticingcreations.com
Piperade Restaurant,1015 Battery St   San Francisco   CA   94111,,none
Pazzia,337 3rd St   San Francisco   CA   94107,no,NOT FOUND
The Cliff House Restaurant,1090 Point Lobos Ave   San Francisco   CA   94121,no,http://www.cliffhouse.com/home/index.html
Peninsula Seafood Restaurant,641 Jackson St   San Francisco   CA   94133,,not found
Nob Hill Cafe,1152 Taylor St   San Francisco   CA   94108,no,http://www.nobhillcafe.com/
Cafe De La Presse,352 Grant Avenue   San Francisco   CA   94108,no,http://www.cafedelapresse.com
Butter,354 11th St   San Francisco   CA   94103,yes,http://www.smoothasbutter.com/
Quickly Geary,6901 Geary Blvd   San Francisco   CA   94121,,none
Rancho Parnassus,335 Jones St   San Francisco   CA   94102,,not found
Lupa,4109 24th St   San Francisco   CA   94114,no,lupatrattoria.com/
Ritual Coffee Roasters,1050 Howard St   San Francisco   CA   94103,yes,www.ritualroasters.com
Mcdonalds Potrero,411 Borel Ave #606   San Mateo   CA   94402,no,www.mcdonalds.com/
Little Joes Pizza,5006 Mission St   San Francisco   CA   94112,no,http://www.littlejoespizzeria.com
Shabu House,5158 Geary Blvd   San Francisco   CA   94118,no,www.myshabuhouse.com/
Stelline,330 Gough St   San Francisco   CA   94102,no,N/A
Schroeder's Cafe - Schroeder's,240 Front St   San Francisco   CA   94111,yes,http://www.schroederssf.com/
Pan De Mie,335 Kearny St   San Francisco   CA   94108,,no official website
Eastside West,3154 Fillmore St   San Francisco   CA   94123,yes,http://eswsf.com/
Subway Sandwiches #11785,Po Box 640900   San Francisco   CA   94164,no,http://www.subway.com/
Shanghai House,1665 18th Ave   San Francisco   CA   94122,,none
Sao Bien Restaurant,455 Hyde St #54   San Francisco   CA   94109,no,N/A
Mangos Cafe,577 Geary St   San Francisco   CA   94102,no,www.mangoscafesf.com
Just Wonton,1241 Vicente St   San Francisco   CA   94116,no,
Mrs T's Cafe,809 Montgomery St   San Francisco   CA   94133,,none
Julie's Kitchen,133 Point Lobos Ave   San Francisco   CA   94121,no,n/a
Julie's Kitchen,133 Point Lobos Ave   San Francisco   CA   94121,no,N/A
Manna,845 Irving Street   San Francisco   CA   94122,no,www.manna.com/
Blackshear Jacob W,1234 Francisco St #6   San Francisco   CA   94123,no,N/A
Brick Row Book Shop,49 Geary St #235   San Francisco   CA   94108,no,http://www.brickrow.com/
Ichiban Teriyake Inc,5 Stevenson St   San Francisco   CA   94105,,not found
Cybelles Front Room,1385 9th Avenue   San Francisco   CA   94122,no,http://www.cybellesfrontroom.com
Phone Booth,630 Page Street   San Francisco   CA   94117,,none
Gallery Cafe,1200 Mason Street   San Francisco   CA   94108,no,http://www.gallerycafe-sf.com/booking_contact.aspx
Java Beach Cafe Inc,1396 La Playa St   San Francisco   CA   94122,no,http://www.javabeachcafe.com/
Jbc Of San Francisco,Ca. Inc.   11851 Commonwealth Dr   Louisville   KY,no,http://www.jbcstyle.com/contact
Cafe 101,724 Pepper Dr   San Bruno   CA   94066,,no official website
Dragon City Restaurant,2654 43rd Ave   San Francisco   CA   94116,,none
Marengo On Union,2000 Vallejo St Apt 19   San Francisco   CA   94123,yes,www.marengosf.com
Kum Moon Restaurant Inc,773 24th Ave   San Francisco   CA   94121,,no official website
La Paz Restaurant Inc,1028 Potrero Ave   San Francisco   CA   94110,no,http://www.lapazsf.com/
Little Baobab,2319 Mission St   San Francisco   CA   94110,,NONE
Patxis Pizza,2044 Union St   San Francisco   CA   94123,no,http://patxispizza.com/
Lee Hou Restaurant,332 Clement St   San Francisco   CA   94118,,www.leehou.net/
Truck,1900 Folsom St   San Francisco   CA   94103,yes,http://www.trucksf.com/
Lers Ros Thai Noodle,730 Larkin St   San Francisco   CA   94109,no,www.lersros.com/
Live Sushi Bar,2001 17th St   San Francisco   CA   94103,no,http://www.livesushibar.com/
Live Sushi Bistro,1 Gilbert Street   San Francisco   CA   94103,,http://www.livesushibistro.com/
Lori's Diner,500 Sutter St #708   San Francisco   CA   94102,no,http://www.lorisdiner.com/
San Francisco Crab House,500 Sutter St #708   San Francisco   CA   94102,,http://crabhouse39.com/
Boxing Room,450 Gough St 2nd Fl   San Francisco   CA   94102,yes,http://boxingroomsf.com/
Pizza Joint And Grill,2943 Mission St   San Francisco   CA   94110,,no offical webiste found
La Terraza Bar And Restaurant,3472 Mission St   San Francisco   CA   94110,,none
Tu Kim'cafe,609 Ellis St   San Francisco   CA   94109,no,N/A
Sakana,605 Post St   San Francisco   CA   94109,no,http://www.sfsakana.com/main.php
Taqueria La Iguana Azul,928 Geneva Ave   San Francisco   CA   94112,,no official website
Lakeside Cafe,2529 Ocean Av   San Francisco   CA   94132,no,http://www.lakesidecafesf.com/
May's Coffee Shop,192 Montego Key   Novato   CA   94949,no,n/a
Occuchai,1749 Quesada Ave   San Francisco   CA   94124,,not found
Maaza Restaurant,26 Ardor St   Orinda   CA   94563,yes,http://www.mazzacafe.com/
Palacio Latino Restaurant,2240 Mission St   San Francisco   CA   94110,no,N/A
Thai Cottage Restaurant,4041 Judah St   San Francisco   CA   94122,no,http://www.thaicottage-sf.com/
Chilayo,2150 Chestnut St   San Francisco   CA   94123,,no offical webiste found
Chestnut St Coffee Roastery,2331 Chestnut St   San Francisco   CA   94123,,N/A
Walzwerk,381 South Van Ness Av   San Francisco   CA   94103,no,http://walzwerk.com/
Rincon Grill,200 Morton Dr   Daly City   CA   94015,,not found
Tekka Japanese Restaurant,1727 Shasta St   Richmond   CA   94804,,none
Towns End Restaurant & Bakery,2 Townsend St   San Francisco   CA   94107,no,www.townsendrb.com/
Cable Car Restaurant,2802 Baumberg Ave   Hayward   CA   94545,no,N/A
Tiffany's Cafe,3801 3rd St   San Francisco   CA   94124,no,www.tiffanyscafebarharrogate.co.uk/
La Vie Vietnamese Restaurant,5830 Geary Blvd   San Francisco   CA   94121,,no official website
Farina Focaccia Cucina Italia,3562 18th St   San Francisco   CA   94110,no,http://www.farina-foods.com/intro.php?url=restaurants
Cafe Rosso,390 Stonecrest Dr   San Francisco   CA   94132,no,http://www.cafferosso.ca/
Zozan Slice Pizza,1535 Haight St   San Francisco   CA   94117,,no offical webiste found
The Melt,345 Spear St #125   San Francisco   CA   94105,no,https://themelt.com/
Subway #27657,701 Sutter Street 1st Fl   San Francisco   CA   94109,no,n/a
Bar 821,1300 Fulton St   San Francisco   CA   94117,yes,http://www.dajanigroup.net/establishments/bar-821/
Pachino,28 Belden Pl   San Francisco   CA   94104,,None
Daffodi Restaurant,665 Bush St   San Francisco   CA   94108,no,http://www.thedaffodilrestaurant.com/
Giorgios Pizzeria,151 Clement St   San Francisco   CA   94118,yes,http://www.giorgiospizza.com/
Akiba,3141 Clement St   San Francisco   CA   94121,no,NO OFFICIAL WEBSITE FOUND
Gold Corner Cafe,2723 Oakdale Ave   San Francisco   CA   94124,yes,http://gold-corner-cafe-san-francisco-ca.placestars.com/
Castro Coffee Company,427 Castro St   San Francisco   CA   94114,no,http://www.castro-coffee.com/
Alps Hotel,730 Broadway #10   San Francisco   CA   94133,yes,http://www.alpshotels.net/
Indochine 508,2721 Hyde St   San Francisco   CA   94109,yes,www.indochine.com.sg/
Sunflower Restaurant,2721 Hyde St   San Francisco   CA   94109,yes,
Great India Restaurant,6127 Geary Blvd   San Francisco   CA   94121,no,http://www.greatindia-restaurant.com/
Amoura,Po Box 280428   San Francisco   CA   94128,,None
Amphawa Thai Noodle House,5020 Geary Boulevard   San Francisco   CA   94118,no,http://amphawathai.com/
Guckenheimer @ Blue Shield,3 Lagoon Dr Ste 235   Redwood City   CA   94065,no,NO OFFICIAL WEBSITE FOUND
Kong Sing,62 2nd St   San Francisco   CA   94105,no,No official website
Mozzeria,419 Lawton St   San Francisco   CA   94122,no,not found
Our Court Cafe,952 Clement St   San Francisco   CA   94118,no,
Baysubway 04,1457 Lake St   San Francisco   CA   94118,no,3LagoondrSte235.com
Canela,2272 Market St   San Francisco   CA   94114,no,http://www.canelasf.com/
Hing Lung Restaurant,674 Broadway   San Francisco   CA   94133,,no official website
Hi-tea,91 Drumm St   San Francisco   CA   94111,no,NO OFFICIAL WEBSITE FOUND
Fuzio Universal Bistro,1020 10th St #300   Modesto   CA   95354,yes,http://www.fuzio.com/
The Corner,3296 22nd St   San Francisco   CA   94110,no,http://www.boogaloossf.com/
Bistros Mexicanisimos Llc,2891 Bush St   San Francisco   CA   94115,,no official website
Cafe Med,28 2nd St   San Francisco   CA   94105,yes,http://www.cafemedsf.com/
Le Zinc,4063 24th St   San Francisco   CA   94114,yes,http://www.lezinc.com/
Baker And Banker,1701 Octavia St   San Francisco   CA   94109,,http://www.bakerandbanker.com/
Buffalo Burgers,5317 Geary Blvd   San Francisco   CA   94121,no,N/A
Aato,673 38th Ave   San Francisco   CA   94121,,none
Hahn's Hibachi #6,535 Irving St   San Francisco   CA   94122,yes,www.hahnshibachi.com
Sunjin Deli & Restaurant,4689 Mission St   San Francisco   CA   94112,no,
Royal Ground Coffee(koret Deli,3101 Geary Boulevard   San Francisco   CA   94118,no,http://www.butanidesign.com/royalground/
Pebbles Cafe,2852 Diamond St   San Francisco   CA   94131,no,N/A
Dim Sum House Restaurant,578 6th Ave   San Francisco   CA   94118,no,http://goodluckdimsum.com
Calbee Shop,2600 Maxwell Way   Fairfield   CA   94534,no,http://www.calbeeshop.com/
Spike's Coffee & Teas,994 O'shaughnessy Blvd   San Francisco   CA   94131,no,http://www.spikescoffee.com/
Sliders Diner,449 Castro St   San Francisco   CA   94114,,not found
Catch Isle,2545 Leimert Bl   Oakland   CA   94602,no,http://www.catchisle.com/
Chevys Fresh Mex Restaurant,5660 Katella Ave #100   Cypress   CA   90630,yes,www.chevys.com/
Jenny & Jesse Restaurante,3322 Mission St   San Francisco   CA   94110,no,
Estela's Fresh Sandwiches,605 Tern Ln   Alameda   CA   94501,,no offical webiste found
Chipotle Mexican Grill #1560,1401 Wynkoop St #500   Denver   CO   80202,,https://data.sfgov.org/views/nabg-52jr/rows.xls?accessType..
Masterpiece Catering,739 Miramar Ave   San Francisco   CA   94112,yes,http://www.masterpieceevent.com/
La Canasta Take Out,3006 Buchanan St   San Francisco   CA   94123,no,http://www.lacanastasf.com/
Eddies Cafe,800 Divisadero St   San Francisco   CA   94117,no,www.yelp.com
On The Bridge,1581 Webster St #5   San Francisco   CA   94115,yes,http://www.sfonthebridge.com/
Continental Cafe & Deli,1818 Broadway #203   San Francisco   CA   94109,no,N/A
Cafe Ponte,10 Gold Mine Dr   San Francisco   CA   94131,,none
Dolce Amore,4015 Lana Terrace   Fremont   CA   94536,,none
Trattoria Contadina,1800 Mason St   San Francisco   CA   94133,no,http://www.trattoriacontadina.com/
Chatz Coffee Tea & Etc,294 Santa Monica Ave   Menlo Park   CA   94025,,no website
Burger King 9365,3900 Geary Blvd   San Francisco   CA   94118,no,www.bk.com/
Darioush Inc,3065 Jackson St   San Francisco   CA   94115,no,
Darwin Cafe,212 Ritch St   San Francisco   CA   94107,no,N/A
Mamas On Washington Square,583 San Mateo Avenue   San Bruno   CA   94066,no,http://www.mamas-sf.com/
North Beach Pizza Pie,2415 San Ramon Vly Blvd.   San Ramon   CA   94583,no,http://www.northbeachpizza.net
Luigi's Pizzeria,2415 San Ramon Vly Blvd.   San Ramon   CA   94583,no,No official website
Bahn Thai Bbq And Noodles,639 Post St   San Francisco   CA   94109,,none
Donut Kitchen,761 3rd Street   San Francisco   CA   94107,,None
Mymy Coffee Shop,1500 California St   San Francisco   CA   94109,no,
Yuyu Sushi,1559 Sloat Boulevard   Unit A   San Francisco   CA,,none
Wild Pepper,3601 26th St   San Francisco   CA   94110,no,wildpeppersf.com/
Emporio Rulli,464 Magnolia Ave   Larkspur   CA   94939,no,www.rulli.com/
Masas Restaurant,650 Bush St   San Francisco   CA   94108,yes,http://www.masasrestaurant.com/
Donna Cafe,499 Ellis St   San Francisco   CA   94102,no,
Home Plate,2274 Lombard Street   San Francisco   CA   94123,no,www.homeplate.com
Perrys Embarcadero,155 Steuart Street   San Francisco   CA   94105,no,http://perryssf.com/
Cafe Creme De Hayes Valley Llc,50 Oak St   San Francisco   CA   94102,,none
Cafe Maria Restaurant,1548 Stockton St   San Francisco   CA   94133,no,http://cafemariasf.com/
Cafe Zazo,64 14th St   San Francisco   CA   94103,no,http://cafezazo.com/
Cafeto Coffee Shop,111 Richland Ave   San Francisco   CA   94110,,none
Cane Rosso,1800 Bryant St #210   San Francisco   CA   94110,yes,http://ilcanerosso.com/
Bon Vivant Sf,1935 47th Av   San Francisco   CA   94116,no,NO OFFICIAL WEBSITE FOUND
Concept,39 Pier #b4   San Francisco   CA   94133,no,http://www.pier39.com/Information/addresshours.htm
K O Kombo,2509 San Bruno Ave   San Francisco   CA   94134,no,http://www.kokombo.com/
Balboa Cafe,3201 Fillmore St   San Francisco   CA   94123,yes,http://www.balboacafe.com/plumpjackbalboacafe/
Earth's Coffee,3400 Geary Bl   San Francisco   CA   94118,no,N/A
Florio,1915 Fillmore St   San Francisco   CA   94115,yes,http://www.floriosf.com/
Buster's Restaurant,366 Columbus Ave   San Francisco   CA   94133,yes,
El Miramar Restaurant #2,1017 Larkin St   San Francisco   CA   94109,no,n/a
The Brixton,2140 Union St   San Francisco   CA   94123,,www.brixtonsf.com/
Hot Burger Llc,3087 - 16th St   San Francisco   CA   94103,no,
Noe Bagel,3933 24th St   San Francisco   CA   94114,no,NA
Internos Wine Cafe,3240 Geary Blvd   San Francisco   CA   94118,yes,http://www.internoswinecafe.com/
J & M A-1 Cafe Restaurant Llc,779 Clay St   San Francisco   CA   94108,no,n/a
Millennium Restaurant,530 Bush St Ste 501   San Francisco   CA   94108,yes,http://www.millenniumrestaurant.com/
John's Snack & Deli,2262 S Donovan Way   San Ramon   CA   94582,no,N/A
Frascati,1901 Hyde St   San Francisco   CA   94109,yes,
Annabelle's Bar & Bistro,308 Jessie St   San Francisco   CA   94103,no,http://www.annabelles.net/
Cafe Mums,1800 Sutter St   San Francisco   CA   94115,no,http:www.cafemums.com
Nanogap Inc,Po Box 590128   San Francisco   CA   94159,no,www.nanogapinc.com
